id,area,research,teaching,bio
prashant-yadav,Technology and Operations Management,"Supply Chains for Products with Social Benefits,
Global Health Supply Chains,
Supply Chain Knowledge Diffusion,
Order Fulfillment,
Forecasting","Pharmaceuticals and Life Sciences in Emerging Markets,
Supply Chain Management in Emerging Markets,
Strategy and Operations Management in Philanthropic and Nonprofit Organisations","Prashant Yadav is an Affiliate Professor of Technology and Operations Management at INSEAD. Yadav’s work focuses on improving healthcare supply chains and designing better supply chains for products with social benefits. He is the author of many peer reviewed scientific publications and his work has been featured in prominent print and broadcast media including The Economist, The Financial Times, Nature, and BBC. Yadav’s research has received best paper awards from the Production and Operations Management Society, INFORMS, and other scientific bodies. In addition to this role at INSEAD, Prashant is a Visiting Fellow at the Center for Global Development and a Lecturer at Harvard Medical School.

Before coming to INSEAD Prashant was Strategy Leader-Supply Chain at the Bill & Melinda Gates Foundation. He serves on the boards of many global organizations and social enterprises. He has been invited for expert testimony on issues related to medicine supply chains in the US Congress and legislative bodies in other countries.
Prashant obtained a PhD in Management Science from the University of Alabama and a Bachelor’s in Engineering from the Indian Institute of Technology, Roorkee.
"
pushan-dutt,Economics and Political Science,"Political Economy,
International Economics,
Economic Development,
Applied Microeconomics","Microeconomics,
Economic Development,
International Trade,
Game Theory,
Political Economy","Pushan Dutt is a Professor of Economics and Political Science at INSEAD. He holds a PhD in Economics from New York University, a Masters in Economics from the Delhi School of Economics, and a Bachelor degree in Economics from Presidency College, Calcutta. Professor Dutt directs the Leading Business Transformation in Asia.

Professor Dutt's work lies at the intersection of politics, institutions and international economics. His main research examines how partisan concerns (the political ideology of parties in power) and populist concerns (inequality in income and asset distribution) play an important role in the determination of trade policies. The second stream of his research has a developmental focus and examines the links between institutions and policies. His recent work shows that political instability is very costly in terms of investment and growth, whereas the level of democracy or dictatorship in a country matters much less. A third stream of his research examines the role played by international trade and technological change in accelerating the wage gap between skilled and unskilled workers.

Professor Dutt’s research has been published in Canadian Journal of Economics, Review of Economics and Statistics, Economic Journal and the Journal of International Economics. He has also contributed to the Oxford Dictionary of Social Sciences where he wrote the entries on Economics.

Professor Dutt has worked as an economist at the World Bank's Development Research Group and the Latin American and Caribbean Division, and is currently consulting for the World Bank on a major research project. He has also worked as a fellow at the Ford Foundation, and as a writer and consultant for the Oxford University Press. In addition, he has taught microeconomics, economic development, and international trade and finance to undergraduate, MBA, and PhD participants since 1994. He has won the Best Teacher Award in the INSEAD MBA programme multiple times.
"
quy-huy,Strategy,"Strategy Execution,
Emotion and Strategy,
Corporate Renewal,
Building of New Organisations,
Middle Managers and Strategy,
Entrepreneurial Strategies,
Time Dimensions of Organisational Change","Strategy Execution Stress Tests,
Managing Strategic Change and Innovation","Dr. Quy Nguyen Huy is a professor of strategy at INSEAD since 1998. He is known as a pioneering world scholar in linking social-emotional factors to the performance of strategic change and organizational innovation. Dr. Huy’s research on strategic change, strategy execution, and organizational innovation has won ten international awards and was published in prestigious scholarly and practice journals such as Administrative Science Quarterly, the Academy of Management Journal, Academy of Management Review, Harvard Business Review, MIT Sloan Management Review, Organization Science, and Strategic Management Journal. Dr. Huy’s research on middle managers was published in and selected by Harvard Business Review as “Breakthrough Ideas for Today's Business Agenda."" 

Dr Huy’s pioneering research on how collective emotions and emotional capital enhance organizational innovation and strategy execution has been applied by numerous organizations worldwide, both in the private and nonprivate sectors. Dr. Huy has done executive development, teaching, consulting or coaching for a wide range of profit and non-profit organizations worldwide, including Aerospatiale Matra, Alcan, the Aga Khan Foundation, Alcan, Alstom, Arcelor Mittal, Astra Zeneca, Bell Canada Enterprises, British Telecom, Electricité et Gaz de France, Fiat, Fujitsu, Google, Hewlett Packard, IBM, HIV Aids Alliance, Intesalat, the International Federation of Red Cross Red Crescent, LG Electronics, Lufthansa, Marconi, Matsushita, Motorola, Petrobras, the Royal Bank of Canada, Sasken, Standard Chartered Bank, Sicredi, Siemens, United Arab Emirates Civil Service, and Via Rail Canada. 

Huy was originally trained as an electrical engineer then in corporate finance. He worked for 16 years in various managerial functions with several large information technology firms in North America. His managerial career covered systems and software engineering; sales and marketing of digital platforms; and corporate finance, where he dealt with institutional investors and credit rating agencies and worked on joint ventures, mergers and acquisitions, and turnarounds of firms with turnover up to 10 billion dollars. Huy is also a Chartered Financial Analyst (CFA). He specialized in the determination of cost of capital, analysis of very large capital projects, capital structure and debt financing, and valuation of business ventures and risks. 
"
randel-carlock,Entrepreneurship and Family Enterprise,"Family Businesses: Global Business Strategy,
Family Dynamics,
Governance and the Development of the Next Generation. Entrepreneurial and Executive Leadership in Organisations. Consulting and Coaching","MBA Electives: Family Business Management and Entrepreneurial Leadership. Executive MBA Electives,
Family Business Management and Entrepreneurial Leadership. Executive Education: Coaching and Consulting for Change,
Family Enterprise Challenge,
Entrepreneurial Leadership Program: Leading Privately-Owned Firms","Dr. Randel S. Carlock researches and teaches about entrepreneurship, family business and leadership based on his experience as a CEO, management professor, consultant and psychotherapist. He is the first Berghmans Lhoist Chaired Professor in Entrepreneurial Leadership and is the founding academic director of the Wendel International Centre for Family Enterprise at INSEAD (Europe, Asia, Abu Dhabi and San Francisco) he directed from 2005 until 2009. He is co-directing the The Family Business Enterprise Challenge. Previously he was the first Opus Professor of Family Enterprise and founder of the family business centre at the University of St. Thomas in Minneapolis, MN (USA).

Carlock has an MA in education and training (1976), an Executive MBA in strategic management (1983), and a Ph.D. (1991), all from the University of Minnesota. His doctoral dissertation explored the role of organization development in managing high growth entrepreneurial firms. He has also completed a post graduate certification in family and marriage therapy at the Institute of Psychiatry, King¹s College, University of London (1998) and a certificate in psychodynamic counseling at Birkbeck College, University of London (1999). He was awarded a Certificate in Family Business Advising with Fellow Status (2001) by the Family Firm Institute, Boston, MA (USA). He completed The Art and Practice of Leadership Development at Harvard University Kennedy School of Government in 2011 and in 2015 Strategic Family Therapy Training at the Mental Research Institute in Palo Alto, California. 

Carlock is author or co-author of six books and several articles, chapters, and case studies including his latest book A Family Business on the Moon with Keng Fun Loh (2018), When Family Businesses are Best: The Parallel Planning Process for Family Harmony and Business Success with John L. Ward (Macmillan, 2010), Family Business on the Couch: A Psychological Perspective with Manfred Kets de Vries and Liz Florent (John Wiley and Sons, 2007), Strategic Planning for the Family Business with John L. Ward (Macmillan, 2003) and Organization Development in Successful Entrepreneurial Firms (Garland Publishing, 1994). Carlock has also written chapters in two edited coaching books, Leadership Coaching in Family Businesses (2008) and Failure in Family Business Coaching (2010).

In 2008 Carlock received the Family Firm Institute International Achievement Award for furthering the understanding of family business issues through educational programs with the primary focus on the work of family businesses crossing international borders. An article Fair Process: Striving for Justice in Family Firms (with L. Van der Heyden and C. Blondel) received the 2006 Family Business Network Research Award for the best-published research article on family business practice (Family Business Review, XVIII, (1), March 2005). The HP-Compaq Merger: A Battle for the Heart and Soul of a Company (with Liz Florent) was awarded the 2005 IMD-European Foundation for Management Education Family Business Case Competition prize.

Carlock has 25 years of management and leadership experience serving first as an executive with a New York Stock Exchange family business, Dayton-Hudson (now Target Corporation) and as a CEO and Chairman of four companies he created including a NASDAQ listed corporation. He currently advises global business families and corporations specializing strategy, leadership and governance.

"
reinhard-angelmar,Marketing,"Pharmaceuticals,
New Product Development and Innovation,
Marketing Management","Marketing Management,
Pharmaceutical Marketing","Reinhard Angelmar is Emeritus Professor of Marketing and the Salmon and Rameau Fellow of Healthcare Management, Emeritus, at INSEAD. Other institutions at which he has held appointments include MIT (Sloan School), the Stockholm School of Economics, and Université Paris-Dauphine.

Professor Angelmar has taught in the INSEAD’s MBA and PhD programmes, as well as in many Executive Education programmes. He created INSEAD Healthcare Compliance Implementation Leadership Programme and has designed and directed Customised Executive Education programmes for organisations including Amgen, Celgene, Janssen, Eli Lilly, LEEM (Les Entreprises du Médicament), Johnson & Johnson, Novartis, Pfizer, Sanofi Pasteur, Takeda, Teva, and the World Medical Association. In addition, Professor Angelmar has been working with other pharmaceutical companies including Abbott, ALK-Abello, Almirall, AstraZeneca, Bristol-Myers Squibb, Grünenthal, Ipsen, Novo Nordisk and Roche. He has carried out assignments as an expert in pharmaceutical litigation and is a member of the Editorial Board of the International Journal of Pharmaceutical and Healthcare Marketing.

Professor Angelmar received his undergraduate education at the Vienna University of Economics and Business (WU), Austria, and obtained his MBA and PhD degrees, under a Fulbright scholarship, at the Kellogg School of Management at Northwestern University, Evanston. His dissertation won an award from the American Marketing Association.

Professor Angelmar has co-authored three books and has written numerous papers published in journals including Journal of Marketing, Journal of Marketing Research, Journal of Medical Marketing, Journal of Industrial Economics, European Journal of Operational Research, and Organization Science. He has also written numerous case studies which are used by business schools around the world.
"
renee-mauborgne,Strategy,"Disciplinary Research: Reconstructionist Theory, Procedural Justice,
General Research: Strategy, Management and Innovation in the Knowledge Economy",Strategy and Management for MBAs and Executives,"Renee Mauborgne is The INSEAD Distinguished Fellow and a professor of strategy at INSEAD, one of the world’s top business schools. She is also Co-Director of the INSEAD Blue Ocean Strategy Institute. 

Renee Mauborgne along with her colleague Chan Kim was named the #1 Most Influential Business Thinker in the world by Thinkers50. She is the first woman ever to secure the top spot on the Thinkers50 list of global thought leaders. Renee Mauborgne was named among the world’s top 5 best business school professors by MBA Rankings. She has received numerous academic and management awards including the Nobels Colloquia Prize for Leadership on Business and Economic Thinking, the Carl S. Sloane Award by the Association of Management Consulting Firms, the Leadership Hall of Fame by Fast Company, the Eldridge Haynes Prize, awarded by the Academy of International Business and the Eldridge Haynes Memorial Trust of Business International, for the best original paper in the field of international business among others. 

Mauborgne served on President Barack Obama’s Board of Advisors on Historically Black Colleges and Universities (HBCUs) for the President’s two terms. She is also a Fellow of the World Economic Forum.

Mauborgne has published numerous bestselling articles in Harvard Business Review, Academy of Management Journal, Management Science, Organization Science, Strategic Management Journal, Administrative Science Quarterly, Journal of International Business Studies, MIT Sloan Management Review, and others. She also has published numerous articles in The Wall Street Journal, The Wall Street Journal Europe, The New York Times and The Financial Times, among others. Mauborgne is a world’s top bestselling author at the Case Centre and the recipient of numerous Case Centre awards including “The Global Top 10 Bestselling Case Writers.”

Mauborgne is the co-author of the global bestseller Blue Ocean Strategy (Harvard Business Review Press) and the indispensable follow-up, Blue Ocean Shift (Hachette Books, September 2017). Blue Ocean Shift is a New York Times and #1 Wall Street Journal Bestseller. It is also an USA Today Bestseller, Los Angeles Times Bestseller, and an International Bestseller. Amazon selected Blue Ocean Shift as a “Best Business and Leadership Books of 2017.” Blue Ocean Shift is also the winner of “The Best Leadership and Strategy Book of 2017” by 800-CEO-READ and the #1 business book of 2017 by Library Journal. Apple iBooks called it “one of the biggest books of the year.” Only a year out, and Blue Ocean Shift is already being published in 30 languages. To date, Blue Ocean Strategy and Blue Ocean Shift teaching materials have been adopted by over 2800 universities in over 100 countries across the globe.

Her book Blue Ocean Strategy has sold over 4 million copies and is recognized as one of the most iconic and impactful strategy books ever written. It is being published in a record-breaking 46 languages and is a bestseller across five continents, hitting over 300 bestseller lists across the globe. The Financial Times called it “one of the bestselling business books of the century” and The Economist called it “the most successful book on business master-planning”. Blue Ocean Strategy is selected as one of the 40 most influential books in the History of the People’s Republic of China (1949-2009) along with Adam Smith’s The Wealth of Nations and Milton Friedman’s Free to Choose. 
Click here for a list of the major book awards won.

Mauborgne co-founded the Blue Ocean Global Network (BOGN), a global community of practice on the Blue Ocean family of concepts that she created. BOGN embraces academics, consultants, executives, and government officers."
robert-u-ayres,Economics and Political Science,"Environmental Economics,
Technological Change and Economic Growth,
Industrial Metabolism and Industrial Ecology,
Eco-Restructuring","Environmental Economics,
Technology and the Environment,
History of Technology","Professor Robert Ayres joined INSEAD in 1992, becoming the first Novartis (formerly Sandoz) Chair of Management and the Environment. He was the founder of Center for the Management of Environmental Resources (CMER) which he directed from 1992 to 2000, when he retired. He remains an active member of INSEAD, producing numerous publications on topics ranging from Industrial Metabolisms and Industrial Ecology, through Environmental Policy and Technology Evaluation, Economic Growth and Environmental Regulation, Environmental Economics, to Eco-restructuring.

Professor Ayres holds a PhD in Mathematical Physics from Kings College, University of London, a MSc in Physics from the University of Maryland and a BA, BSc from the University of Chicago. He is an Adjunct Professor of Mineral Economics at Pennsylvania State University and a Visiting Professor at Chalmers University of Technology in Gotheburg, Sweden. His former positions include, among others, Professor of Engineering and Public Policy at Carnegie-Mellon University, Pittsburgh, PA, and Deputy Leader of the Technology-Economy-Society Program, International Institute of Applied Systems Analysis (IIASA), Laxenburg, Austria. From 1994 to 1997 he was a member of the International Advisory Board of the Wuppertal Institute for Climate, Environment and Energy, Germany.
"
roderick--swaab,Organisational Behaviour,"Negotiations and Conflict Resolution,
Groups and Teams,
Social Hierarchies","Leadership,
Team Performance,
Influence and Persuasion,
Decision-Making,
Negotiations,
Conflict Management","Roderick’s research examines the impact of communication structures on value creation in business negotiations and conflict resolution. He also studies the emergence of social hierarchies in teams and how these impact coordination, conflict, and performance. His research has produced interventions that improve negotiation, dispute resolution, and collaboration, and has been published in leading journals, such as the Proceedings of the National Academy of Sciences, Journal of Applied Psychology, Organizational Behavior and Human Decision Processes, Journal of Personality and Social Psychology and Psychological Science. 

Roderick’s research received awards from the Academy of Management, the International Association for Conflict Management, the Dutch National Science Foundation (NWO), and has been featured in popular media outlets like Harvard Business Review, Wall Street Journal, New York Times, Financial Times, The Guardian, Time, The Economist, Scientific American, and Forbes. He is also an Associate Editor at Organizational Behavior and Human Decision Processes and serves as an editorial board member at the Academy of Management Review. 

Roderick has taught several courses in INSEAD’s MBA and EMBA program as well as various Executive Education programs. He has won INSEAD EMBA's Best Teacher Award, received ""Dean's Commendation for Excellence in MBA Teaching"" multiple times, and was selected as one of Singapore’s most influential business professors aged 40 and under. He also won best case study awards, including the 2016 Best Case in Human Resources / Organisational Behaviour by the Case Centre. Prior to joining INSEAD Roderick held a position at the Kellogg School of Management at Northwestern University where he taught in the MBA and EMBA programs. 
"
roger-lehman,Entrepreneurship and Family Enterprise,"Leadership and Collaboration,
Leading in Turbulent Times,
Life-long Learning","Leadership,
High-Performance Teams,
Leading Change,
Collaborative Leadership and Organisational Culture","ROGER LEHMAN is a professor at INSEAD’s Singapore campus where he is Director of the Executive Masters in Consulting and Coaching for Change Program. In addition, he designs and teaches in both open and company specific programs, providing a focus on executive leadership, leading innovation, personal and professional development, change management and high performance teams. In 2002 Roger was instrumental in setting up the INSEAD Global Leadership Center (IGLC) serving as its first Executive Director. As co-designer and Program Director of INSEAD’s innovative Coaching and Consulting for Change Program (CCC), he is deeply involved in supporting leadership transformational processes. In 2009 Roger navigated the CCC program through its own transformation from a non-degree executive education program into an Executive Masters Degree, resulting in the EMCCC program being offered in both Fontainebleau and Singapore and Roger’s relocation from Europe to Singapore.

Roger’s clinical, teaching and organizational consulting career spans over 35 years during which time his experience has included a variety of staff and leadership positions in both public and private institutions. Over the past 20 years his teaching
and consulting have led him to a variety of international assignments on all continents… including Antarctica. In addition to his extensive involvement in the Executive Masters Program, Roger’s current focus is on leader development in Asia and Africa.

As a result of his extremely varied academic background (anthropology, sociology, clinical social work, psychiatry and religion, clinical and organizational psychology and psychoanalytic training) Roger brings a variety of “lenses” to his understanding of both leader and leadership development. His formal academic degrees include Masters degrees from both Rutgers (Social Work) and Princeton Theological Seminary (Psychiatry and Religion) as well as a Ph.D. from the Florida Institute of Technology (Clinical Psychology). He completed his psychoanalytic training at the Sigmund Freud
Institute, Frankfurt Germany in 1996.

He is an active member of the American Psychological Association, the International Psychoanalytic Association and the International Society for the Psychoanalytic Study of Organizations. Over the years he has been instrumental in helping to bridge the gap between the psychoanalytic and business communities. Over the years, some of Rogers clients have been the executive teams from Deutsche Bank, SAP, HSBC, BP, Church of England Bishops, JTI, the UN, Credit Suisse, as well as the Executive Management Board of LEGO. His advisory board positions include 8inc; TeamStreamz & The Sparks
Foundation.

When not traveling, Roger splits his time between Singapore and Europe with his wife, Tessa. They have two adult sons, one who resides in Hong Kong and the other who lives in New York City."
s-david-young,Accounting and Control,"Value Based Management,
Executive Compensation,
Corporate Financial Reporting","Financial Accounting,
Financial Management and Analysis,
Value Based Management","S. David Young is Professor of Accounting & Control at INSEAD, where he has been since 1989. He holds a PhD from the University of Virginia and is both a Certified Public Accountant (USA) and a Chartered Financial Analyst. His primary areas of expertise are corporate financial reporting and value based management, with works published in a wide variety of academic and professional journals, including Harvard Business Review, Journal of Investing and the Journal of Applied Corporate Finance. 

Professor Young is the author or co-author of several books, including EVA and Value Based Management: A Practical Guide to Implementation (McGraw-Hill, 2001), Profits You Can Trust: Spotting and Surviving Accounting Landmines (Financial Times Prentice Hall, 2003), and Attracting Investors: A Marketing Approach to Finding Funds for Your Business (John Wiley & Sons, 2004). His most recent book project is titled Blue Line Management: What Managing for Value Really Means which should appear in the first half of 2013.

Professor Young is also the recipient of several Outstanding Teaching Awards from the INSEAD MBA program, and the Distinguished Alumni Scholar Award from his undergraduate alma mater, The George Washington University. He has consulted extensively for companies in Europe, the U.S. and Asia, mainly on issues related to value based management and financial analysis.
"
sameer-hasija,Technology and Operations Management,"Incentive Design,
Sourcing,
Service System Design","Business Model Innovation,
Technology and Business Disruption/Transformation,
Service Management,
Supply Chain Management,
Project Management,
Process and Operations Management,
Discrete Stochastic Processes","Sameer Hasija is an Associate Professor of Technology and Operations Management at INSEAD. He earned his PhD in Operations Management and MS in Management Science Methods from the Simon School of Business at the University of Rochester and his BTech from the Indian Institute of Technology Madras. 

Sameer’s teaching focusses on using a process lens to understand new levers of innovation. Using a systematic analysis of processes within and across firm boundaries, he emphasises the role of process-based innovation in creating new business models and/or fresh competitive positioning for existing business models. Sameer conducts workshops for executives on understanding the latest developments in technology and their role in radically disrupting and/or transforming businesses. 

Sameer’s current research uses an economics lens to understand the design and management of technology, knowledge, and information intensive service systems. 
"
sergei-glebkin,Finance,"Asset Pricing,
Market Microstructure,
Information Economics",Corporate Financial Policy,"Sergei Glebkin is an Assistant Professor of Finance at INSEAD. His research interests lie in the area of asset pricing theory, market microstructure, and information economics.
Sergei holds a PhD in Finance from London School of Economics, MA in Economics from New Economic School, Moscow, and BSc and MSc in Physics from Moscow State University.
"
sharon-p-katz,Accounting and Control,"Equity Valuation,
Debt Contracting,
Tax Avoidance,
Earnings Quality,
Private Equity Ownership","Financial Accounting,
Managerial Accounting,
Financial Statement Analysis & Valuation","Sharon P. Katz is an Associate Professor of Accounting and Control at INSEAD. Prior to joining the faculty at INSEAD in 2018, he was a member of the faculty at Columbia Business School from 2010 to 2018, and at Harvard Business School from 2006 to 2010. 

Professor Katz received his Ph.D. in Business Administration, with distinction, from Columbia Business School. He also earned an MBA from UCLA, which he completed with honors, and a B.A. in Economics and an LL.B. in Law (dual degree) from Tel Aviv University, completing both Magna Cum Laude. Following his MBA, Professor Katz worked for the Investment Banking Division of Citigroup, specializing in Mergers and Acquisitions. He also worked as a corporate lawyer and served in the Israeli Air Force.

Professor Katz's research interests focus primarily on equity valuation, debt contracting, tax avoidance, and earnings quality, with particular attention to private equity ownership. His research has been published in leading academic journals including the Journal of Accounting and Economics, the Journal of Accounting Research, the Journal of Law and Economics, Management Science, Review of Accounting Studies, and The Accounting Review. Professor Katz has received multiple awards for his research, including the American Accounting Association (AAA) Competitive Manuscript Award, the AAA Financial Accounting and Reporting Section Best Dissertation Award, and the Best Paper in Private Equity from the Financial Economics and Accounting Conference. He is a member of the AAA and currently serves on the editorial board of The Accounting Review and the Journal of Accounting, Auditing & Finance.

Professor Katz teaches Financial Accounting, Managerial Accounting, and Financial Statement Analysis & Valuation to both MBA and executive education students. Professor Katz is a recipient of the Columbia Business School Dean’s Award for Teaching Excellence, the Singhvi Prize for Scholarship in the Classroom, awarded by the graduating students - the most prestigious teaching award at Columbia Business School, and the INSEAD Deans’ Commendation for Excellence in MBA Teaching.
"
shiwon-song,Accounting and Control,"Strategic Disclosures,
the Interaction between Quantitative and Qualitative Information,
Accounting and Auditing Quality,
the Impact of Accounting Information on Capital Markets and Product Markets,
Accounting Standards and Regulation",Financial Accounting,"Shiwon Song is an Assistant Professor of Accounting and Control at INSEAD. Her research interests include strategic disclosures, qualitative accounting information, and the informational impact of accounting on capital markets and product markets. 

Professor Song holds Certified Public Accountant licenses in South Korea and in United States. Prior to joining INSEAD, she obtained her PhD at the USC Leventhal School of Accounting, after studying at the London School of Economics and working as an auditor at PricewaterhouseCoopers."
so-yeon-chun,Technology and Operations Management,"Operations and Marketing Interface,
Revenue management and Pricing,
Risk Management,
Customer Loyalty,
Customer Relationship Management","Analytics for Retail,
Travel, and Hospitality,
Empirical Research Methods,
Operations Management","So Yeon Chun is an Associate Professor of Technology & Operations Management. Prior to joining INSEAD, Professor Chun was a faculty at Georgetown University.

Professor Chun’s data-driven research focuses on the operations and marketing interface with consumer loyalty reward programs (consumer choices, point currencies, customer lifetime values, and behavior experiments), revenue management (pricing and forecasting), and risk management (risk measures, portfolio optimization) with applications to retail, transportation, finance, and hospitality industries. Her interdisciplinary research has appeared in top academic journals in operations and marketing. She also holds several industry patents for demand analysis and decision support systems.

Professor Chun has been teaching business analytics courses such as Business Statistics, Probability, Statistical Method, and Time Series. At INSEAD she is teaching the Analytics for Retail and Travel (ART) MBA course and PhD courses on Fundamentals of Operations/Empirical Research Methods for Operations.

Professor Chun holds a PhD in Operations Research, a MS in Applied Statistics from the School of Industrial and Systems Engineering at the Georgia Institute of Technology. 
"
spencer-harrison,Organisational Behaviour,"Creativity,
Collaboration,
Culture,
Personal Connections with Work","Developing Creativity and Innovation,
Managing Culture and Organisational Growth,
Psychological Issues in Management","Spencer Harrison is an Associate Professor of Organisational Behaviour at INSEAD.

His area of expertise focuses on three areas: 1) Creating: how do managers and leaders help people be creative together together? Professor Harrison is currently studying Grammy winning bands, modern dancers, and t-shirt designers to see how this happens. 2) Coordinating: how do groups and teams work together in patterns that lead to optimal outcomes? He examines how individuals can survive a plane crash, people that are amazingly passionate about their work (rock climbers and architects), and how networks of really smart people that fly rockets figure out how humans might live on Mars. 3) Connecting: how do people connect with the organisations they work for? He is working with Fortune 100 firms to dial in not only how new employees can better adjust to their work, but also how these companies can actually learn from their new employees.

Professor Harrison's research has been recognised by the academic community through awards including the INFORMS Dissertation Award Finalist, the Academy of Management Journal Best Paper of the Year Award Finalist, the Journal of Management Best Paper Award, and the Organizational Behavior Division Best Symposium Award. His research findings have been published in top management journals including the Academy of Management Journal, Organization Science, Journal of Applied Psychology, and the Journal of Management. 

Professor Harrison is the Division Chair for the Managerial and Organizational Cognition of the Academy of Management. He is a co-founder of the Creativity Collaboratorium, a working group of the world's top-cited creativity scholars. He serves on the editorial boards of the Academy of Management Journal and the Academy of Management Discoveries.

Professor Harrison has conducted research projects with Google, NASA and Black Diamond.
"
spyros-makridakis,Decision Sciences,"Forecasting and the implications when accurate predictions are not possible,
The Impact of Future Trends and Changes on Business Firms and their Strategies","Applied Statistics,
Forecasting Business Trends and their Implications","Spyros Makridakis is an Emeritus Professor of Decision Sciences and a Distinguished Research Professor at INSEAD. Following the attainment of a place in the Greek Sailing Team in the Olympics of 1960, he set sail for the New York University where in 1969 he obtained a PhD. Since then, he has advised numerous international organisations and government agencies and consulted worldwide. Professor Makridakis has held teaching and research positions at several European and American institutions and served as a research fellow at IIM Berlin, an ICAME fellow at Stanford University, and a visiting scholar at MIT and Harvard. He joined INSEAD in 1970.

In addition to teaching and consulting expertise, Professor Makridakis has authored, or co-authored, twenty books including Forecasting, Planning and Strategy for the 21st Century (The Free Press), Forecasting: Methods and Applications (Wiley, now in its 3rd Edition), and Forecasting Methods for Management (Wiley) which reached its 5th edition and sold more than 120 thousand copies in twelve languages. He has also published more than 120 articles and book chapters. His paper The Accuracy of Extrapolative (Time Series) Methods: Results of a Forecasting Competition was voted as the best paper published in the field of forecasting during the last 25 years. He was the founding chief editor of the Journal of Forecasting and the International Journal of Forecasting. He has won twice the Best Teacher Award at INSEAD.

Professor Makridakis' current research interests center around how future technologies, and in particular the Internet, will affect business firms (and societies in general) and what kind of organisations and strategies will be required in order to anticipate and exploit emerging opportunities while steering clear of the dangers associated with such technologies.''"
spyros-zoumpoulis,Decision Sciences,"Analytics for optimal decisions in marketing and operations, efficient learning with data, field experiments.,
Networks,
Learning with Data,
Field Experiments in Marketing,
Influence,
Data Mining,
Coordination using Game-theoretic Modeling","Uncertainty, Data and Judgment (MBA),
Data Science for Business (MBA),
Decision Models (MBA),
Quantitative Methods (MBA),
Probability and Statistics (PhD),
Uncertainty, Data and Judgment (INSEAD-Sorbonne business foundations),
Models for Strategic Planning","Spyros Zoumpoulis is an assistant professor of Decision Sciences at INSEAD. His research is on using analytics and machine learning to optimize marketing and operations decisions. His current focus is on investigating how to use data from field experiments to make optimal decisions, such as targeting decisions in marketing. More generally, he is broadly interested in problems at the interface of networks, learning with data, and decision making. His research has appeared in leading management academic journals such as Management Science and Operations Research. 

Spyros has worked with companies including Microsoft, LinkedIn, IBM, Oracle, and Accenture and serves on the advisory board of start-ups in the areas of his expertise. At INSEAD, he teaches the MBA core course on uncertainty, data and judgment, the MBA electives on big data analytics and models for strategic planning, the MBA business foundations course on quantitative methods, the PhD courses on probability and statistics, and the INSEAD-Sorbonne business foundations course on uncertainty, data and judgment. He has won the Dean's Commendation for Excellence in MBA Teaching award and has been nominated for the best MBA elective professor award. 

Spyros received the B.S., M.Eng., and Ph.D. degrees in Electrical Engineering and Computer Science from the Massachusetts Institute of Technology.
"
stanislav-shekshnia,Entrepreneurship and Family Enterprise,"Corporate Governance,
Governance of Entrepreneurial Companies,
Leadership,
Leadership Development,
Emerging Economies,
Emerging Companies","Corporate Governance,
Leadership,
Leadership Development,
Emerging Companies,
Coaching,
Organisational Culture","Stanislav Shekshnia is a Senior Affiliate Professor of Entrepreneurship at INSEAD, co-director of Leading from the Chair and Scandinavian Executive Institute Executive Board development programs. His research concentrates on leadership, leadership development and effective corporate governance at emerging markets and organizations. Shekshnia is the author, co-author, and editor of 11 books, including recently published Leading a Board (2019), CEO School (2018), Athletic CEOs (2018), and Russian management bestsellers Managing People in Contemporary Organization (seven editions since 1995). He has published book chapters, articles, executive commentaries, interviews and case studies on entrepreneurship, leadership, people management, intercultural management and business and management. 
Stanislav Shekshnia is a senior advisor at Ward Howell talent equity advisory with an office in Moscow. Stanislav provides advice and personal coaching to business owners, senior executives and executive teams. 

Dr. Shekshnia is a Chair of the Board of Samolet Development and an independent director at Novolipetsk Steel (FTSE: NLMK). He has served as a Board Chairman of Russian Fishery, SUEK, Vimpelcom-R and a board member of several international companies.
In 1991-2002 Stanislav Shekshnia held positions of CEO, Alfa-Telecom, President and CEO, Millicom International Cellular, Russia and CIS, Chief Operating Officer of VimpelCom, Director of Human Resources, Central and Eastern Europe of Otis Elevator. 
Stanislav Shekshnia has a Ph.D. and Master's Degree in Economics from Moscow State University, and an MBA from Northeastern University in Boston.


"
